date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:11:11	30483/30483	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:10%20GMT	https://www.tomscott.com/contact/ideas/	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/ideas/index.html	(from https://www.tomscott.com/contact/)
00:11:12	31669/31669	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:11%20GMT	https://www.tomscott.com/contact/collab/	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/collab/index.html	(from https://www.tomscott.com/contact/)
00:11:13	31663/31663	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:12%20GMT	https://www.tomscott.com/contact/translations/	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/translations/index.html	(from https://www.tomscott.com/contact/)
00:11:13	32394/32394	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:12%20GMT	https://www.tomscott.com/contact/licensing/	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/licensing/index.html	(from https://www.tomscott.com/contact/)
00:11:14	30133/30133	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:12%20GMT	https://www.tomscott.com/contact/shorts/	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/shorts/index.html	(from https://www.tomscott.com/contact/)
00:11:14	30378/30378	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:13%20GMT	https://www.tomscott.com/contact/appearing/	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/appearing/index.html	(from https://www.tomscott.com/contact/)
00:11:15	30478/30478	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:14%20GMT	https://www.tomscott.com/speaking/	C:/Users/delco/Desktop/Website/www.tomscott.com/speaking/index.html	(from https://www.tomscott.com/contact/)
00:11:15	31034/31034	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:14%20GMT	https://www.tomscott.com/contact/networks/	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/networks/index.html	(from https://www.tomscott.com/contact/)
00:11:16	30669/30669	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:15%20GMT	https://www.tomscott.com/contact/merchandise/	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/merchandise/index.html	(from https://www.tomscott.com/contact/)
00:11:16	34104/34104	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:15%20GMT	https://www.tomscott.com/contact/else/	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/else/index.html	(from https://www.tomscott.com/contact/)
00:11:17	34201/34201	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:16%20GMT	https://www.tomscott.com/newsletter/2025-02-24/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2025-02-24/index.html	(from https://www.tomscott.com/newsletter/)
00:11:17	34724/34724	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:16%20GMT	https://www.tomscott.com/newsletter/2025-02-17/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2025-02-17/index.html	(from https://www.tomscott.com/newsletter/)
00:11:18	35922/35922	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:17%20GMT	https://www.tomscott.com/newsletter/2025-02-10/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2025-02-10/index.html	(from https://www.tomscott.com/newsletter/)
00:11:18	36068/36068	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:17%20GMT	https://www.tomscott.com/newsletter/2025-02-03/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2025-02-03/index.html	(from https://www.tomscott.com/newsletter/)
00:11:19	35019/35019	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:18%20GMT	https://www.tomscott.com/newsletter/2025-01-27/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2025-01-27/index.html	(from https://www.tomscott.com/newsletter/)
00:11:19	35503/35503	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:18%20GMT	https://www.tomscott.com/newsletter/2025-01-20/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2025-01-20/index.html	(from https://www.tomscott.com/newsletter/)
00:11:19	35231/35231	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:19%20GMT	https://www.tomscott.com/newsletter/2025-01-13/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2025-01-13/index.html	(from https://www.tomscott.com/newsletter/)
00:11:19	35724/35724	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:20%20GMT	https://www.tomscott.com/newsletter/2025-01-06/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2025-01-06/index.html	(from https://www.tomscott.com/newsletter/)
00:11:19	35945/35945	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:20%20GMT	https://www.tomscott.com/newsletter/2024-12-30/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-12-30/index.html	(from https://www.tomscott.com/newsletter/)
00:11:20	258/258	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Mar%202025%2005:11:21%20GMT	https://www.tomscott.com/contact/ideas/affiliated	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/ideas/affiliated	(from https://www.tomscott.com/contact/ideas/)
00:11:20	254/254	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Mar%202025%2005:11:21%20GMT	https://www.tomscott.com/contact/ideas/format	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/ideas/format	(from https://www.tomscott.com/contact/ideas/)
00:11:20	34745/34745	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:21%20GMT	https://www.tomscott.com/newsletter/2024-12-16/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-12-16/index.html	(from https://www.tomscott.com/newsletter/)
00:11:20	252/252	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Mar%202025%2005:11:21%20GMT	https://www.tomscott.com/contact/ideas/nota	C:/Users/delco/Desktop/Website/www.tomscott.com/contact/ideas/nota	(from https://www.tomscott.com/contact/ideas/)
00:11:22	36138/36138	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:21%20GMT	https://www.tomscott.com/newsletter/2024-12-09/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-12-09/index.html	(from https://www.tomscott.com/newsletter/)
00:11:22	36080/36080	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:20%20GMT	https://www.tomscott.com/newsletter/2024-12-23/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-12-23/index.html	(from https://www.tomscott.com/newsletter/)
00:11:23	35695/35695	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:22%20GMT	https://www.tomscott.com/newsletter/2024-12-02/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-12-02/index.html	(from https://www.tomscott.com/newsletter/)
00:11:23	37402/37402	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:22%20GMT	https://www.tomscott.com/newsletter/2024-11-25/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-11-25/index.html	(from https://www.tomscott.com/newsletter/)
00:11:24	35779/35779	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:23%20GMT	https://www.tomscott.com/newsletter/2024-11-18/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-11-18/index.html	(from https://www.tomscott.com/newsletter/)
00:11:25	36100/36100	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:24%20GMT	https://www.tomscott.com/newsletter/2024-11-04/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-11-04/index.html	(from https://www.tomscott.com/newsletter/)
00:11:25	36606/36606	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:24%20GMT	https://www.tomscott.com/newsletter/2024-10-28/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-10-28/index.html	(from https://www.tomscott.com/newsletter/)
00:11:25	36194/36194	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:23%20GMT	https://www.tomscott.com/newsletter/2024-11-11/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-11-11/index.html	(from https://www.tomscott.com/newsletter/)
00:11:26	36080/36080	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:25%20GMT	https://www.tomscott.com/newsletter/2024-10-21/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-10-21/index.html	(from https://www.tomscott.com/newsletter/)
00:11:27	35829/35829	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:26%20GMT	https://www.tomscott.com/newsletter/2024-10-14/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-10-14/index.html	(from https://www.tomscott.com/newsletter/)
00:11:27	36173/36173	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:26%20GMT	https://www.tomscott.com/newsletter/2024-10-07/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-10-07/index.html	(from https://www.tomscott.com/newsletter/)
00:11:27	36285/36285	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:26%20GMT	https://www.tomscott.com/newsletter/2024-09-30/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-09-30/index.html	(from https://www.tomscott.com/newsletter/)
00:11:28	36784/36784	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:28%20GMT	https://www.tomscott.com/newsletter/2024-09-23/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-09-23/index.html	(from https://www.tomscott.com/newsletter/)
00:11:29	35804/35804	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:28%20GMT	https://www.tomscott.com/newsletter/2024-09-16/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-09-16/index.html	(from https://www.tomscott.com/newsletter/)
00:11:29	35730/35730	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:28%20GMT	https://www.tomscott.com/newsletter/2024-09-09/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-09-09/index.html	(from https://www.tomscott.com/newsletter/)
00:11:30	35295/35295	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:29%20GMT	https://www.tomscott.com/newsletter/2024-09-02/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-09-02/index.html	(from https://www.tomscott.com/newsletter/)
00:11:30	35978/35978	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:30%20GMT	https://www.tomscott.com/newsletter/2024-08-26/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-08-26/index.html	(from https://www.tomscott.com/newsletter/)
00:11:31	35149/35149	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:30%20GMT	https://www.tomscott.com/newsletter/2024-08-19/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-08-19/index.html	(from https://www.tomscott.com/newsletter/)
00:11:31	35062/35062	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:30%20GMT	https://www.tomscott.com/newsletter/2024-08-12/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-08-12/index.html	(from https://www.tomscott.com/newsletter/)
00:11:32	37726/37726	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:31%20GMT	https://www.tomscott.com/newsletter/2024-08-05/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-08-05/index.html	(from https://www.tomscott.com/newsletter/)
00:11:32	35270/35270	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:32%20GMT	https://www.tomscott.com/newsletter/2024-07-29/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-07-29/index.html	(from https://www.tomscott.com/newsletter/)
00:11:33	35119/35119	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:32%20GMT	https://www.tomscott.com/newsletter/2024-07-22/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-07-22/index.html	(from https://www.tomscott.com/newsletter/)
00:11:33	34813/34813	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:32%20GMT	https://www.tomscott.com/newsletter/2024-07-15/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-07-15/index.html	(from https://www.tomscott.com/newsletter/)
00:11:34	35933/35933	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:33%20GMT	https://www.tomscott.com/newsletter/2024-07-08/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-07-08/index.html	(from https://www.tomscott.com/newsletter/)
00:11:34	34797/34797	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:34%20GMT	https://www.tomscott.com/newsletter/2024-07-01/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-07-01/index.html	(from https://www.tomscott.com/newsletter/)
00:11:35	35699/35699	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:34%20GMT	https://www.tomscott.com/newsletter/2024-06-24/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-06-24/index.html	(from https://www.tomscott.com/newsletter/)
00:11:35	35546/35546	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:34%20GMT	https://www.tomscott.com/newsletter/2024-06-17/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-06-17/index.html	(from https://www.tomscott.com/newsletter/)
00:11:36	37774/37774	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:35%20GMT	https://www.tomscott.com/newsletter/2024-06-10/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-06-10/index.html	(from https://www.tomscott.com/newsletter/)
00:11:36	34648/34648	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:35%20GMT	https://www.tomscott.com/newsletter/2024-06-03/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-06-03/index.html	(from https://www.tomscott.com/newsletter/)
00:11:37	38043/38043	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:36%20GMT	https://www.tomscott.com/newsletter/2024-05-27/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-05-27/index.html	(from https://www.tomscott.com/newsletter/)
00:11:37	35888/35888	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:36%20GMT	https://www.tomscott.com/newsletter/2024-05-20/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-05-20/index.html	(from https://www.tomscott.com/newsletter/)
00:11:38	35413/35413	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:37%20GMT	https://www.tomscott.com/newsletter/2024-05-13/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-05-13/index.html	(from https://www.tomscott.com/newsletter/)
00:11:38	35102/35102	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:37%20GMT	https://www.tomscott.com/newsletter/2024-05-06/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-05-06/index.html	(from https://www.tomscott.com/newsletter/)
00:11:39	36600/36600	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:38%20GMT	https://www.tomscott.com/newsletter/2024-04-29/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-04-29/index.html	(from https://www.tomscott.com/newsletter/)
00:11:39	37409/37409	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:39%20GMT	https://www.tomscott.com/newsletter/2024-04-22/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-04-22/index.html	(from https://www.tomscott.com/newsletter/)
00:11:40	35977/35977	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:39%20GMT	https://www.tomscott.com/newsletter/2024-04-15/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-04-15/index.html	(from https://www.tomscott.com/newsletter/)
00:11:40	35647/35647	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:39%20GMT	https://www.tomscott.com/newsletter/2024-04-08/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-04-08/index.html	(from https://www.tomscott.com/newsletter/)
00:11:41	36653/36653	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:40%20GMT	https://www.tomscott.com/newsletter/2024-04-01/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-04-01/index.html	(from https://www.tomscott.com/newsletter/)
00:11:41	35981/35981	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:40%20GMT	https://www.tomscott.com/newsletter/2024-03-25/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-03-25/index.html	(from https://www.tomscott.com/newsletter/)
00:11:42	36061/36061	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:41%20GMT	https://www.tomscott.com/newsletter/2024-03-18/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-03-18/index.html	(from https://www.tomscott.com/newsletter/)
00:11:42	35942/35942	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:41%20GMT	https://www.tomscott.com/newsletter/2024-03-11/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-03-11/index.html	(from https://www.tomscott.com/newsletter/)
00:11:43	37990/37990	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:42%20GMT	https://www.tomscott.com/newsletter/2024-03-04/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-03-04/index.html	(from https://www.tomscott.com/newsletter/)
00:11:44	37236/37236	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:43%20GMT	https://www.tomscott.com/newsletter/2024-02-26/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-02-26/index.html	(from https://www.tomscott.com/newsletter/)
00:11:44	38519/38519	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:43%20GMT	https://www.tomscott.com/newsletter/2024-02-19/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-02-19/index.html	(from https://www.tomscott.com/newsletter/)
00:11:44	37698/37698	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:43%20GMT	https://www.tomscott.com/newsletter/2024-02-12/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-02-12/index.html	(from https://www.tomscott.com/newsletter/)
00:11:45	36524/36524	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:45%20GMT	https://www.tomscott.com/newsletter/2024-02-05/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-02-05/index.html	(from https://www.tomscott.com/newsletter/)
00:11:46	36489/36489	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:45%20GMT	https://www.tomscott.com/newsletter/2024-01-29/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-01-29/index.html	(from https://www.tomscott.com/newsletter/)
00:11:46	35240/35240	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:45%20GMT	https://www.tomscott.com/newsletter/2024-01-22/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-01-22/index.html	(from https://www.tomscott.com/newsletter/)
00:11:46	37361/37361	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:45%20GMT	https://www.tomscott.com/newsletter/2024-01-15/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-01-15/index.html	(from https://www.tomscott.com/newsletter/)
00:11:48	37655/37655	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:47%20GMT	https://www.tomscott.com/newsletter/2024-01-08/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-01-08/index.html	(from https://www.tomscott.com/newsletter/)
00:11:48	38395/38395	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:47%20GMT	https://www.tomscott.com/newsletter/2023-12-25/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2023-12-25/index.html	(from https://www.tomscott.com/newsletter/)
00:11:48	35329/35329	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:47%20GMT	https://www.tomscott.com/newsletter/2024-01-01/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2024-01-01/index.html	(from https://www.tomscott.com/newsletter/)
00:11:48	35590/35590	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:48%20GMT	https://www.tomscott.com/newsletter/2023-12-18/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2023-12-18/index.html	(from https://www.tomscott.com/newsletter/)
00:11:50	36796/36796	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:49%20GMT	https://www.tomscott.com/newsletter/2023-12-11/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2023-12-11/index.html	(from https://www.tomscott.com/newsletter/)
00:11:50	36401/36401	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:49%20GMT	https://www.tomscott.com/newsletter/2023-12-04/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2023-12-04/index.html	(from https://www.tomscott.com/newsletter/)
00:11:50	35942/35942	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:49%20GMT	https://www.tomscott.com/newsletter/2023-11-27/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2023-11-27/index.html	(from https://www.tomscott.com/newsletter/)
00:11:51	35406/35406	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:50%20GMT	https://www.tomscott.com/newsletter/2023-11-20/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2023-11-20/index.html	(from https://www.tomscott.com/newsletter/)
00:11:52	35231/35231	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:51%20GMT	https://www.tomscott.com/newsletter/2023-11-13/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2023-11-13/index.html	(from https://www.tomscott.com/newsletter/)
00:11:52	35348/35348	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Mar%202025%2005:11:51%20GMT	https://www.tomscott.com/newsletter/2023-11-06/	C:/Users/delco/Desktop/Website/www.tomscott.com/newsletter/2023-11-06/index.html	(from https://www.tomscott.com/newsletter/)
